GeoType,GEOID,subregion,,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,48195,hansford,Hansford,"Hansford County, Texas",3887,59.569,24.479,44.719,39.429,37.85,31.688,47.276,10.781,51.997,48.043,59.411,29.315,59.118,30.22,56.698,29.651,55.117,34.466,40.272,49.284,48.55,51.45,35.338,64.34,65.048,34.772,59.03,39.513,47.769,52.326,50.578,48.815,52.357,46.883,65.794,33.593,39.051,60.222,65.374,33.798,66.244,34.359,58.025,18.069,38.601,42.227,45.723,34.968,44.989,26.044,48.272,23.349,54.264,19.551,25.28,74.679,26.532,72.933,43.255,36.537
County,48197,hardeman,Hardeman,"Hardeman County, Texas",3124,61.588,22.283,46.833,36.34,44.13,27.981,50.224,9.642,54.709,45.413,62.139,27.255,61.503,28.563,58.84,28.413,57.452,33.064,41.366,49.418,51.616,48.384,38.917,60.84,67.348,32.423,61.91,36.979,51.544,48.736,52.926,46.554,53.793,45.659,67.899,31.639,34.455,64.747,61.776,37.603,68.208,32.485,61.309,15.678,42.222,38.214,49.438,32.623,47.004,23.008,49.556,21.127,57.781,16.774,28.395,71.559,30.477,69.339,45.579,35.54
County,48199,hardin,Hardin,"Hardin County, Texas",42760,57.814,27.813,41.034,42.105,38.275,35.259,46.89,11.663,47.493,52.628,56.595,33.713,56.745,33.623,52.241,35.284,50.339,40.219,34.88,55.37,45.569,54.432,32.409,67.398,66.666,33.516,59.721,39.361,46.61,53.576,49.61,49.624,52.124,48.019,68.393,31.197,40.106,59.148,67.734,31.941,63.481,36.944,57.325,18.473,36.196,44.681,44.04,37.887,43.164,27.703,46.077,24.444,52.709,20.509,23.488,76.539,27.317,72.062,38.673,41.307
County,48201,harris,Harris,"Harris County, Texas",3400738,72.605,13.327,59.469,28.623,56.798,20.333,63.646,6.826,68.072,32.185,71.701,17.218,71.952,17.367,69.492,18.405,66.765,23.893,54.02,36.864,64.485,35.515,50.543,49.329,72.629,26.809,68.503,29.819,70.592,28.943,64.976,34.389,64.814,34.216,74.644,24.378,30.466,68.557,54.354,43.968,77.078,23.046,69.599,11.729,52.511,25.07,60.868,21.225,60.243,15.422,63.706,15.077,66.073,12.333,32.933,67.258,29.323,69.518,56.701,22.568
County,48203,harrison,Harrison,"Harrison County, Texas",49680,58.776,21.277,43.668,40.031,42.376,27.364,48.705,9.412,53.783,46.555,60.948,27.15,61.375,26.476,57.913,27.81,54.636,33.233,39.257,48.18,50.156,49.844,39.5,60.492,66.525,32.888,63.357,35.363,48.678,50.68,53.321,45.307,53.125,46.071,70.043,29.194,35.878,63.421,62.493,36.659,68.083,32.575,59.912,15.717,41.339,37.73,47.887,33.605,47.829,23.09,50.24,21.327,54.926,17.381,26.628,73.435,26.353,73.075,44.707,35.444
County,48205,hartley,Hartley,"Hartley County, Texas",4451,59.581,24.321,46.144,37.247,44.022,30.321,48.237,11.163,52.507,47.56,60.126,29.152,60.77,28.721,56.843,30.695,53.497,36.305,38.266,51.054,47.827,52.173,35.362,64.379,64.178,34.598,60.53,37.994,47.039,52.892,50.357,48.627,51.287,47.255,67.423,31.379,36.047,62.836,60.632,38.533,65.217,34.989,57.956,17.272,38.995,42.949,47.311,35.267,48.023,24.659,48.222,23.257,53.169,19.551,25.5,74.456,27.559,72.026,45.135,34.811
County,48207,haskell,Haskell,"Haskell County, Texas",4681,63.052,20.659,49.944,33.68,47.372,25.766,50.954,9.767,57.29,42.743,63.37,24.773,63.319,25.355,59.821,26.684,57.743,31.549,42.046,47.194,52.742,47.258,38.583,60.996,65.63,32.954,62.719,35.581,52.985,47.124,54.518,44.467,53.67,44.818,67.85,30.861,32.127,66.517,56.77,42.368,69.493,30.767,60.565,15.728,43.522,38.169,51.028,31.131,50.25,21.726,50.616,21.182,56.748,16.908,27.865,72.051,29.044,70.563,50.003,31.101
County,48209,hays,Hays,"Hays County, Texas",163998,77.499,12.6,60.362,27.874,61.732,22.417,66.784,7.271,69.832,30.218,71.214,20.526,72.411,18.53,70.005,20.338,66.328,25.829,49.995,42.955,62.58,37.42,48.786,51.246,77.01,21.883,73.157,25.033,68.76,30.836,65.332,33.462,66.536,32.684,78.447,20.481,28.117,71.198,50.854,48.632,78.99,21.13,71.378,12.038,54.389,27.211,63.222,22.822,60.311,16.723,60.886,16.727,67.435,12.37,37.131,62.844,34.143,64.948,60.303,22.665
County,48211,hemphill,Hemphill,"Hemphill County, Texas",2734,64.588,21.456,49.632,33.789,48.198,26.478,52.766,9.202,56.759,43.333,65.108,26.087,64.033,28.328,61.824,27.735,60.765,32.214,43.784,49.727,53.575,46.425,41.12,58.678,68.618,31.486,62.393,36.714,53.874,46.931,52.886,46.99,54.758,44.922,68.07,31.813,32.425,66.955,59.734,39.866,69.642,31.215,63.507,15.097,44.246,37.23,51.451,32.039,47.771,22.272,50.359,20.405,60.726,15.705,32.086,67.86,36.243,64.05,47.429,35.319
County,48213,henderson,Henderson,"Henderson County, Texas",63606,64.019,21.706,46.4,38.555,44.767,30.228,52.481,10.315,53.506,46.556,61.215,27.858,61.09,28.144,57.758,28.909,55.529,34.784,39.001,51.66,50.765,49.235,36.491,63.304,69.098,30.614,62.931,35.816,52.071,48.081,54.683,44.329,56.143,43.413,69.8,29.591,36.088,63.141,62.235,37.411,68.351,32.022,61.608,16.079,41.75,40.252,51.495,32.696,48.207,24.016,49.896,21.953,57.186,17.962,27.081,72.871,28.977,70.442,46.471,34.697
County,48215,hidalgo,Hidalgo,"Hidalgo County, Texas",573437,78.697,10.134,65.594,25.232,54.503,20.126,66.087,6.009,74.226,25.864,74.509,14.044,73.099,13.825,74.586,13.246,71.989,17.572,55.855,34.125,64.787,35.213,52.182,47.769,76.644,22.66,71.635,26.353,66.738,32.436,71.884,26.795,65.832,33.986,76.751,22.225,28.014,71.884,48.313,51.181,80.949,19.09,71.233,11.509,56.123,22.799,64.928,17.494,63.903,14.531,65.916,14.758,69.46,11.583,35.18,64.856,27.767,70.921,61.476,17.37
County,48217,hill,Hill,"Hill County, Texas",27367,62.479,22.914,49.634,34.996,46.281,29.156,51.458,10.024,54.565,45.57,62.044,26.792,61.977,27.019,57.983,29.019,55.77,34.167,39.44,50.52,50.794,49.206,37.478,62.302,68.136,31.163,63.409,35.215,51.681,48.519,54.556,44.397,55.14,44.091,69.762,29.408,34.228,64.807,60.903,38.595,68.995,31.344,62.33,15.603,41.567,40.223,49.247,33.131,49.32,22.839,50.192,21.416,57.213,17.173,27.505,72.501,29.746,69.757,45.18,34.41
County,48219,hockley,Hockley,"Hockley County, Texas",17033,67.363,18.551,53.143,30.224,51.916,24.337,54.867,8.829,61.82,38.178,67.456,22.203,67.083,23.041,64.124,24.223,61.513,29.567,45.85,45.266,56.291,43.709,41.797,57.867,67.65,30.944,64.438,33.829,56.266,44.069,56.965,42.059,56.265,42.23,69.794,28.91,29.557,69.302,53.021,46.198,72.603,27.642,63.84,14.785,46.258,36.294,55.09,28.71,53.547,20.052,53.966,19.711,60.647,15.583,31.385,68.567,31.814,67.885,53.239,28.18
County,48221,hood,Hood,"Hood County, Texas",46030,59.607,26.029,43.575,39.999,41.615,33.385,49.025,11.328,50.982,49.157,59.446,31.951,60.056,31.304,55.236,32.774,52.642,38.689,35.528,55.854,46.708,53.292,34.608,65.308,67.996,31.75,61.055,38.003,48.473,51.674,50.483,48.674,54.378,45.278,69.158,30.315,37.507,61.811,63.208,36.629,64.681,35.752,58.84,17.617,38.166,44.283,47.754,36.532,44.883,26.621,46.887,24.137,54.093,19.564,26.344,73.699,29.849,69.565,40.813,39.672
County,48223,hopkins,Hopkins,"Hopkins County, Texas",27397,58.711,26.296,43.596,38.504,40.689,32.712,48.8,10.532,51.151,48.988,58.568,31.759,58.037,32.532,54.593,33.267,53.021,37.739,37.459,52.91,47.807,52.193,35.395,64.368,66.883,33.155,61.271,37.585,48.773,51.395,52.277,46.926,55.078,44.706,68.136,31.364,37.951,61.334,64.999,34.51,66.228,34.163,58.198,17.152,38.91,42.375,46.411,36.618,45.879,25.591,49.047,22.742,54.5,19.019,26.534,73.413,27.908,71.436,42.008,39.612
County,48225,houston,Houston,"Houston County, Texas",18456,62.089,20.739,44.432,40.06,40.325,30.267,51.54,9.848,53.259,46.807,59.585,27.536,59.358,27.492,56.728,27.88,54.304,33.533,39.443,48.28,51.07,48.93,36.842,62.832,68.978,30.708,61.883,36.675,52.135,47.57,54.829,44.126,55.97,43.711,69.335,29.946,38.196,61.119,64.336,34.951,69.336,30.89,59.913,16.622,41.263,37.581,49.563,31.439,48.732,23.538,51.673,21.228,55.676,18.232,24.13,75.876,24.851,74.263,44.427,33.186
County,48227,howard,Howard,"Howard County, Texas",28312,62.897,21.26,47.214,37.079,43.303,28.452,52.248,9.314,57.248,42.788,63.43,26.205,62.738,27.222,60.86,26.687,58.882,31.737,43.74,47.189,52.365,47.635,39.431,60.293,68.504,31.161,62.651,35.806,52.545,47.516,55.745,43.468,55.786,43.543,68.863,30.427,35.906,63.372,62.646,36.405,69.101,31.366,62.065,16.273,43.01,37.921,51.608,31.164,49.35,22.924,52.086,20.937,58.146,17.25,27.631,72.326,28.604,70.996,48.47,33.043
County,48229,hudspeth,Hudspeth,"Hudspeth County, Texas",3349,68.04,14.859,55.914,30.334,46.513,21.456,56.068,7.281,66.372,33.645,68.95,18.961,68.044,20.096,67.612,18.697,66.681,22.066,52.543,36.736,59.683,40.317,46.404,53.206,69.258,29.637,65.426,32.216,59.127,40.096,61.429,37.46,58.617,39.787,69.517,29.334,32.661,66.674,56.844,41.422,75.688,24.784,65.648,13.94,50.112,29.83,56.689,24.433,54.542,18.472,58.094,17.804,63.334,14.324,31.135,68.736,25.926,73.404,57.34,24.158
County,48231,hunt,Hunt,"Hunt County, Texas",71636,63.489,20.293,47.947,37.606,42.232,30.296,53.371,9.845,54.702,45.385,61.942,27.324,61.626,27.686,58.834,27.975,55.916,34.295,40.872,49.249,52.176,47.824,37.391,62.394,69.935,29.192,63.801,34.904,53.286,46.78,55.145,43.982,55.842,44.178,71.25,28.188,36.195,63.112,63.7,35.882,68.625,31.746,61.729,15.535,42.564,36.831,51.464,29.903,48.966,23.328,51.006,21.18,57.73,17.06,27.244,72.756,29.177,70.199,46.812,35.369
County,48233,hutchinson,Hutchinson,"Hutchinson County, Texas",15859,49.87,28.863,41.055,40.295,38.216,30.607,41.856,10.758,50.123,50.267,56.15,32.296,57.955,31.438,54.999,31.5,51.693,37.452,36.261,53.082,44.478,55.522,37.427,62.867,60.485,38.472,57.566,41.409,37.303,61.17,42.891,56.205,45.354,52.538,65.175,33.994,38.876,60.703,65.984,32.056,59.122,42.375,59.227,15.438,37.313,41.621,42.541,37.173,41.263,26.688,43.346,24.221,51.795,18.968,26.168,73.903,27.893,72.221,39.335,41.84
County,48235,irion,Irion,"Irion County, Texas",1196,58.838,26.306,42.621,41.231,38.919,34.512,48.071,11.027,50.169,49.905,58.264,32.217,58.139,32.452,54.942,32.886,52.95,37.945,37.383,53.498,46.958,53.042,34.348,65.48,67.366,32.646,59.861,39.005,47.651,52.495,50.454,48.888,53.175,46.592,68.097,31.395,39.419,60,66.537,32.804,64.726,35.796,58.768,17.643,38.034,43.043,46.093,36.314,44.765,26.641,47.916,23.506,54.557,19.6,25.157,74.822,28.373,71.195,40.368,40.12
County,48237,jack,Jack,"Jack County, Texas",6976,51.408,29.331,39.133,42.997,35.192,33.205,41.676,11.505,46.629,53.644,54.372,35.114,54.848,34.928,51.909,34.377,49.895,39.395,34.783,54.222,43.752,56.248,34.244,65.747,62.306,37.915,56.932,42.357,40.247,59.408,44.883,54.453,47.392,51.958,65.028,34.802,41.675,57.824,69.384,29.749,59.805,41.273,55.878,17.705,35.686,44.378,41.747,39.185,40.405,28.39,43.408,25.108,50.473,20.634,23.579,76.412,26.364,73.435,37.159,43.408
County,48239,jackson,Jackson,"Jackson County, Texas",11089,62.477,22.307,46.817,37.261,43.146,29.823,51.185,9.855,54.77,45.29,61.902,27.673,61.471,28.403,58.79,28.603,57.129,33.323,41.385,49.169,51.201,48.799,37.859,61.896,68.078,31.593,61.892,36.761,51.503,48.661,53.596,45.637,54.697,44.778,68.748,30.589,35.87,63.387,62.373,36.932,68.505,31.978,61.01,16.335,41.711,39.073,49.632,32.674,47.991,23.672,50.7,21.513,57.425,17.638,27.552,72.416,29.244,70.321,45.705,35.011
County,48241,jasper,Jasper,"Jasper County, Texas",26934,60.473,23.096,42.903,41.067,39.719,31.054,49.473,10.13,50.793,49.334,58.34,29.403,57.811,29.845,55.071,29.824,54.334,34.512,38.495,50.005,50.114,49.886,35.979,63.766,68.262,31.803,61.047,37.809,49.889,50.149,53.418,45.647,54.476,45.425,67.984,31.635,37.721,61.871,64.619,34.865,67.641,32.823,58.992,17.189,39.324,40.274,47.207,34.468,45.706,24.905,48.79,22.192,55.051,18.6,24.617,75.372,26.739,72.641,42.367,36.667
County,48243,jeff davis ,Jeff Davis ,"Jeff Davis County, Texas",1865,70.189,16.538,55.397,30.385,54.885,23.828,59.258,8.2,64.032,36.055,68.926,21.932,68.88,22.008,65.975,23.204,63.148,28.726,45.764,46.366,58.167,41.833,44.874,54.968,73.068,25.949,67.424,30.933,61.231,38.697,60.063,38.803,60.842,38.435,73.319,25.793,29.717,69.647,53.457,45.971,74.968,25.398,67.172,13.197,49.077,32.459,57.275,26.823,54.19,19.443,55.599,18.895,63.425,14.012,34.11,65.907,34.797,64.567,54.293,28.235
County,48245,jefferson,Jefferson,"Jefferson County, Texas",193418,70.142,14.074,47.359,39.054,43.042,26.844,59.754,7.874,60.184,40.078,65.304,22.304,65.293,20.728,64.053,20.661,60.576,26.242,46.243,41.175,55.679,44.321,43.837,55.845,73.633,25.677,67.565,30.629,58.933,40.125,62.79,35.594,60.57,39.248,74.275,24.749,35.795,63.379,59.57,39.547,74.894,25.196,65.478,14.024,47.475,31.669,55.749,25.569,54.913,19.234,58.435,17.974,60.482,15.322,27.51,72.533,23.488,75.252,52.798,27.523
County,48247,jim hogg,Jim Hogg,"Jim Hogg County, Texas",3558,78.352,9.353,64.733,24.984,56.46,17.944,67.813,5.372,76.071,23.856,76.725,13.064,75.494,13.918,75.227,13.335,74.226,16.526,60.373,31.372,68.471,31.529,53.401,46.149,77.485,21.184,73.002,24.133,73.086,26.241,73,25.614,68.518,30.193,76.38,22.114,26.957,72.401,48.778,49.331,83.633,16.475,73.574,11.085,60.001,21.634,67.363,16.821,63.948,13.521,67.365,13.658,71.954,10.672,36.972,62.872,29.464,69.437,67.097,17.046
County,48249,jim wells,Jim Wells,"Jim Wells County, Texas",29508,71.156,13.896,56.626,30.781,47.645,24.03,60.662,7.228,67.631,32.355,69.447,18.639,68.861,18.725,67.66,18.711,65.938,22.754,51.691,37.58,60.683,39.317,45.237,54.4,73.005,25.836,68.272,29.119,64.248,34.972,66.289,32.179,63.164,35.711,73.648,24.901,32.763,66.526,56.11,42.308,77.931,22.154,66.954,13.687,50.824,28.942,59,22.517,57.842,17.818,61.179,17.162,64.235,14.219,30.212,69.729,25.479,73.377,57.726,22.886
County,48251,johnson,Johnson,"Johnson County, Texas",123649,64.184,21.705,48.538,36.717,42.605,32.122,50.875,10.513,56.308,43.012,60.244,27.628,60.877,26.95,57.691,28.07,53.93,34.871,38.182,50.651,51.649,48.351,36.533,63.139,68.558,30.213,62.516,35.737,52.115,47.787,54.453,44.462,56.377,42.223,70.626,28.057,35.628,63.999,60.363,38.47,67.196,32.143,61.222,16.268,41.435,41.188,51.473,33.056,49.539,24.163,50.377,22.084,55.904,18.478,26.648,72.987,27.651,71.558,46.563,33.504
County,48253,jones,Jones,"Jones County, Texas",16462,63.381,20.574,47.991,36.084,44.636,27.449,51.881,9.549,55.494,44.521,62.756,25.627,62.15,26.787,59.767,27.004,58.149,31.504,42.949,46.879,52.149,47.851,38.586,60.987,67.215,32.182,62.296,36.105,52.975,47.159,54.946,44.402,54.831,44.236,67.63,31.539,34.823,64.216,60.59,38.471,69.651,30.621,60.898,16.337,42.94,37.532,50.835,31.056,49.728,22.144,51.797,20.493,57.558,17.335,26.738,73.143,28.087,71.584,47.953,32.09
County,48255,karnes,Karnes,"Karnes County, Texas",12313,65.209,19.428,49.809,35.832,42.959,28.161,53.737,9.086,58.517,41.475,63.754,24.954,63.222,25.605,61.596,25.184,60.04,29.444,45.206,44.623,53.548,46.452,39.656,59.942,69.207,30.257,63.026,35.018,55.244,44.548,57.661,41.421,57.372,41.795,69.281,29.814,36.451,62.873,61.487,37.358,71.28,28.953,62.102,16.269,44.078,36.275,52.254,29.556,50.913,22.178,54.181,20.282,59.034,17.178,27.175,72.731,26.568,72.742,49.506,30.819
County,48257,kaufman,Kaufman,"Kaufman County, Texas",89471,65.824,18.523,49.129,34.437,49.573,26.522,55.286,8.895,58.629,41.502,65.299,23.754,65.275,23.659,61.222,26.811,59.163,31.105,42.867,47.643,55.125,44.875,40.663,59.156,71.62,27.694,65.654,32.914,56.261,43.569,58.575,40.251,58.665,40.759,73.129,26.023,34.03,65.004,59.888,39.532,72.398,27.925,63.079,14.063,44.685,33.637,53.138,28.242,51.886,20.766,53.668,19.606,59.221,15.464,28.441,71.616,29.281,70.002,50.065,31.509
County,48259,kendall,Kendall,"Kendall County, Texas",33436,67.54,20.655,49.497,35.295,49.196,29.377,55.732,9.508,57.167,42.945,64.915,27.768,64.356,28.811,61.842,28.838,59.511,34.173,41.934,52.128,53.182,46.818,40.67,59.227,72.549,27.548,63.988,35.097,55.919,44.695,54.824,44.797,58.594,41.613,71.813,27.991,33.117,66.567,59.894,40.026,70.148,30.444,64.22,14.796,43.402,37.305,52.02,31.526,48.785,22.534,51.771,20.436,61.156,15.629,32.345,67.676,36.089,63.691,46.41,36.471
County,48261,kenedy,Kenedy,"Kenedy County, Texas",400,56.349,18.206,49.058,35.963,32.957,24.31,45.523,8.346,61.54,38.643,60.373,22.935,61.287,21.839,60.805,19.697,59.724,22.725,47.043,35.044,53.623,46.378,41.842,57.955,62.554,36.116,60.045,37.18,47.044,50.671,55.387,42.607,52.135,45.526,66.363,32.265,42.145,57.478,64.765,32.936,69.538,31.166,58.875,16.046,43.899,34.249,48.64,28.08,49.127,23.057,53.714,21.554,54.558,18.488,24.002,75.984,15.908,82.698,51.746,26.313
County,48263,kent,Kent,"Kent County, Texas",488,61.307,24.105,46.151,36.653,45.142,29.165,50.181,10.015,52.952,47.178,62.046,29.212,61.391,30.801,58.454,30.57,57.231,35.306,39.906,52.733,50.727,49.273,38.422,61.448,67.843,32.45,61.088,38.204,50.228,50.503,50.223,49.531,53.134,46.831,67.925,32.071,34.234,65.137,62.644,37.077,66.973,33.942,61.611,15.755,41.2,40.137,48.474,34.792,45.017,24.348,47.734,21.842,58.19,16.92,30.113,69.883,34.872,65.187,43.328,38.922
County,48265,kerr,Kerr,"Kerr County, Texas",41842,63.98,21.727,47.159,37.554,45.719,29.415,53.09,9.613,55.733,44.407,62.984,28.382,62.859,29.817,59.743,29.695,57.903,34.455,40.995,52.036,52.642,47.358,39.089,60.706,70.359,29.536,63.87,34.958,54.497,45.909,55.043,44.391,57.643,42.306,70.643,28.862,33.703,65.845,60.845,38.822,69.876,30.569,61.662,15.696,42.423,38.569,50.186,32.719,48.928,22.722,51.675,20.746,58.794,16.548,30.094,69.903,32.613,66.968,43.625,36.788
County,48267,kimble,Kimble,"Kimble County, Texas",3441,61.292,24.066,46.243,37.109,44.233,29.541,50.298,9.847,53.672,46.443,61.99,29.127,61.213,30.707,58.482,30.366,57.271,34.952,40.457,51.945,50.833,49.167,38.228,61.579,67.782,32.321,61.372,37.697,50.973,49.592,51.425,48.244,54.081,45.726,67.963,31.79,34.24,65.084,62.471,37.086,67.6,33.184,61.405,15.649,41.413,39.807,48.747,34.373,45.804,23.683,48.69,21.373,58.199,16.692,29.351,70.61,33.235,66.775,43.741,38.629
County,48269,king,King,"King County, Texas",85,58.414,22.234,45.709,35.475,42.129,27.152,48.022,8.697,55.907,44.336,63.59,25.453,62.995,26.859,59.741,26.622,59.08,30.812,42.365,47.261,53.064,46.936,40.307,59.768,65.883,33.87,62.62,36.343,47.195,53.012,50.162,49.057,51.429,47.871,68.347,31.237,30.666,68.473,62.146,37.115,67.093,34.255,63.847,13.429,42.978,36.583,49.231,32.073,46.139,21.489,49.194,19.124,60.336,14.746,30.775,69.296,28.888,71.139,44.87,36.826
County,48271,kinney,Kinney,"Kinney County, Texas",3189,65.711,19.913,50.64,35.446,43.54,28.776,54.358,9.065,59.23,40.776,64.297,25.274,63.979,25.616,61.994,25.594,60.312,30.098,45.023,45.744,53.405,46.595,39.806,59.88,70.237,29.162,63.938,34.086,56.34,43.334,58.076,40.931,58.245,40.92,70.43,28.568,36.153,63.219,61.107,37.704,71.305,28.983,63.073,15.972,44.738,36.042,52.69,29.477,50.927,22.421,54.408,20.484,59.622,16.957,27.982,71.931,27.711,71.627,49.378,31.309
County,48273,kleberg,Kleberg,"Kleberg County, Texas",23473,75.47,12.375,60.505,27.77,55.905,21.763,64.904,6.748,70.922,29.091,73.244,17.064,72.724,17.253,71.164,17.776,68.619,22.341,53.606,38.19,62.94,37.06,48.866,50.895,75.636,23.155,71.366,26.457,67.808,31.787,67.779,30.796,65.279,33.658,76.308,22.389,28.666,70.644,50.248,48.63,79.786,20.317,70.479,12.229,54.308,26.782,63.069,21.066,61.109,15.939,63.054,15.913,67.464,12.617,34.897,65.092,30.649,68.424,61.525,21.246
County,48275,knox,Knox,"Knox County, Texas",2720,62.278,22.222,46.702,37.631,41.957,30.074,51.1,9.763,54.867,45.19,61.694,27.75,61.223,28.473,58.681,28.393,57.219,33.004,41.508,48.883,51.236,48.764,37.847,61.887,68.448,31.271,61.904,36.665,51.92,48.102,54.15,45.066,55.302,44.251,68.8,30.54,36.31,63.012,63.254,35.967,68.497,31.987,61.022,16.333,41.629,38.701,49.478,32.431,47.574,23.694,50.843,21.353,57.501,17.533,27.079,72.875,28.163,71.357,45.305,35.283
County,48277,lamar,Lamar,"Lamar County, Texas",37783,60.467,23.093,44.054,39.505,41.782,30.924,49.963,10.107,52.38,47.773,59.684,29.367,59.524,29.481,56.45,29.951,54.417,35.154,38.488,51.077,49.788,50.212,36.964,62.857,68.495,31.341,61.961,36.904,50.339,49.633,53.068,46.002,54.671,45.071,69.384,30.094,36.842,62.478,64.197,35.263,67.372,33.137,60.265,16.226,40.301,39.338,48.133,33.566,46.438,24.318,49.315,21.879,55.858,17.864,26.14,73.874,27.968,71.45,43.103,36.86
County,48279,lamb,Lamb,"Lamb County, Texas",9458,55.862,21.811,47.263,34.483,43.723,24.028,45.493,8.843,58.533,41.852,62.799,25.792,63.778,25.074,61.53,25.052,58.282,30.394,42.925,45.225,50.89,49.11,43.447,56.824,61.749,36.973,61.157,37.512,42.91,56.017,48.519,50.03,47.746,49.849,67.798,31.257,34.396,64.847,60.61,37.656,65.238,36.151,62.191,13.45,43.954,35.421,49.039,31.44,47.785,21.983,48.923,21.092,55.995,16.337,29.794,70.247,27.591,72.475,48.197,32.596
County,48281,lampasas,Lampasas,"Lampasas County, Texas",16231,63.094,22.212,47.1,37.306,45.467,30.205,52.388,9.964,54.521,45.582,62.072,28.963,61.876,29.335,58.677,30.138,56.463,35.331,39.973,51.815,51.476,48.524,37.782,62.024,70.024,29.629,62.942,35.87,53.339,46.967,53.909,45.371,55.825,43.953,70.499,28.896,34.658,64.705,61.59,37.978,68.904,31.511,61.594,15.879,41.659,39.079,49.942,32.533,48.173,23.559,50.455,21.544,57.741,17.215,28.407,71.601,31.497,68.067,44.918,36.428
County,48283,la salle,La Salle,"La Salle County, Texas",5917,68.873,14.846,55.84,32.221,44.511,24.537,57.785,7.527,65.906,34.086,67.65,19.833,67.144,19.88,66.487,19.3,64.706,23.219,50.899,37.626,58.816,41.184,44.383,55.2,71.602,27.225,66.816,30.456,61.904,37.009,64.39,34.205,61.781,36.847,72.056,26.489,35.02,64.457,57.787,40.34,76.486,23.589,65.288,14.838,49.226,30.748,56.896,24.648,55.903,19.154,59.848,18.174,62.511,15.308,28.531,71.355,23.631,75.318,56.024,24.843
County,48285,lavaca,Lavaca,"Lavaca County, Texas",15279,60.658,24.449,44.498,39.435,41.28,31.938,49.251,10.585,51.509,48.524,59.526,30.145,59.059,30.927,56.047,30.96,54.638,35.645,38.926,51.503,49.483,50.518,35.152,64.582,67.676,32.428,60.657,38.235,49.615,50.679,50.973,48.44,53.364,46.618,67.882,31.749,37.898,61.425,65.082,34.449,66.495,34.026,59.578,17.195,39.734,41.318,47.86,34.763,45.519,25.528,48.41,22.713,55.773,18.656,25.743,74.23,28.935,70.639,43.032,38.047
County,48287,lee,Lee,"Lee County, Texas",13281,64.963,20.034,48.406,35.883,45.986,27.613,53.706,9.105,56.73,43.33,63.85,25.455,63.039,26.583,60.488,26.755,59.015,31.471,42.984,47.892,53.708,46.292,39.775,59.933,69.869,29.797,63.871,34.725,55.301,44.987,56.552,42.706,56.802,42.745,69.824,29.549,33.837,65.39,60.597,38.771,71.043,29.405,62.941,15.261,44.236,36.002,52.125,30.285,49.774,21.691,52.359,19.943,59.679,16.076,28.702,71.263,30.592,69.025,47.958,32.88
County,48289,leon,Leon,"Leon County, Texas",13327,60.792,23.56,45.205,38.04,42.547,29.651,49.62,10.067,52.39,47.701,60.619,28.844,59.857,30.277,57.071,29.961,56.043,34.478,39.973,50.808,50.472,49.528,37.222,62.543,67.376,32.709,61.117,37.89,50.247,50.18,52.172,47.32,53.187,46.608,67.463,32.25,35.768,63.554,63.478,36.035,67.321,33.371,60.434,16.407,40.576,39.828,48.419,33.853,45.612,24.243,48.438,21.839,56.875,17.54,27.26,72.68,30.325,69.496,43.789,37.424
County,48291,liberty,Liberty,"Liberty County, Texas",61848,61.22,21.465,43.32,40.123,40.645,30.233,49.652,10.211,51.541,48.578,58.121,28.902,57.712,29.205,55.445,29.092,53.785,33.508,39.119,48.151,51.02,48.98,35.393,64.231,66.519,33.241,61.418,37.067,51.578,48.303,54.711,44.245,54.3,45.36,67.689,31.544,38.386,60.633,64.33,34.908,68.112,32.168,57.681,17.637,39.807,40.036,47.074,33.502,46.562,24.501,49.917,22.153,54.336,18.987,23.968,76.038,25.339,73.867,42.881,37.636
County,48293,limestone,Limestone,"Limestone County, Texas",18145,53.832,22.876,42.323,39.226,40.868,26.327,43.551,9.496,53.728,46.772,58.533,29.427,59.883,27.814,57.196,28.011,53.369,34.059,38.172,48.55,47.858,52.142,40.96,59.359,62.817,36.148,61.153,37.81,40.449,58.287,47.755,50.657,47.467,50.699,68.616,30.592,36.954,62.431,64.2,34.378,63.514,37.809,59.847,14.211,40.871,37.124,46.002,33.944,45.689,23.351,47.147,21.95,52.785,17.532,26.675,73.414,25.306,74.488,43.644,35.871
